Date,NewCustomers,ProductsSold,PPC-Incremental,TotalCustomers,TotalProducts,PPC-Total,NewSAAccounts,NewCAAccounts,NewCreditCards,NewDmatA/c,AverageSABalance,AverageCABalance,NewLoans,Repayments,Total Loans,Fresh SMA1,Fresh SMA2,Fresh NPA,Recovery
5/16/2016, 12.0 , 13.0 , 1.1 ," 82,438.0 "," 108,175.0 ",1.312198258,6,2,1,1," 13,110.0 ",42768,530000,300000,1558661000,42400,21000,9000,1080
5/17/2016, 33.0 , 37.0 , 1.1 ," 82,471.0 "," 108,212.0 ",1.312121837,16,5,2,1," 13,110.0 ",41904,485000,279000,1558867000,43650,13950,8370,753.3
5/18/2016, 29.0 , 31.0 , 1.1 ," 82,500.0 "," 108,243.0 ",1.312036364,11,5,1,1," 13,662.0 ",41472,520000,318000,1559069000,62400,15900,15900,1908
5/19/2016, 25.0 , 30.0 , 1.2 ," 82,525.0 "," 108,273.0 ",1.312002424,15,6,2,1," 13,110.0 ",41040,510000,300000,1559279000,61200,18000,12000,1080
5/20/2016, 24.0 , 28.0 , 1.2 ," 82,549.0 "," 108,301.0 ",1.311960169,11,4,2,3," 13,386.0 ",42768,535000,312000,1559502000,42800,21840,15600,1716
5/23/2016, 10.0 , 11.0 , 1.1 ," 82,559.0 "," 108,312.0 ",1.311934495,4,1,0,1," 13,110.0 ",41040,505000,315000,1559692000,55550,18900,15750,1260
5/24/2016, 31.0 , 34.0 , 1.1 ," 82,590.0 "," 108,346.0 ",1.311853735,11,4,2,1," 13,524.0 ",42768,510000,297000,1559905000,51000,23760,14850,1782
5/25/2016, 19.0 , 22.0 , 1.2 ," 82,609.0 "," 108,368.0 ",1.311818325,8,4,1,0," 13,386.0 ",42768,500000,324000,1560081000,60000,19440,16200,1944
5/26/2016, 44.0 , 45.0 , 1.0 ," 82,653.0 "," 108,413.0 ",1.311664428,20,5,4,3," 13,800.0 ",43200,465000,324000,1560222000,41850,19440,12960,1166.4
5/27/2016, 37.0 , 39.0 , 1.1 ," 82,690.0 "," 108,452.0 ",1.31154916,18,7,4,1," 13,662.0 ",41904,550000,330000,1560442000,55000,26400,16500,1980
5/30/2016, 26.0 , 28.0 , 1.1 ," 82,716.0 "," 108,480.0 ",1.31147541,13,4,1,3," 13,248.0 ",41472,495000,330000,1560607000,59400,26400,9900,1089
5/31/2016, 39.0 , 42.0 , 1.1 ," 82,755.0 "," 108,522.0 ",1.311364872,19,7,2,2," 13,662.0 ",43200,550000,297000,1560860000,60500,14850,11880,950.4
6/1/2016, 27.0 , 31.0 , 1.1 ," 82,782.0 "," 108,553.0 ",1.311311638,12,4,2,2," 13,662.0 ",42768,495000,312000,1561043000,54450,24960,9360,936
6/2/2016, 36.0 , 37.0 , 1.0 ," 82,818.0 "," 108,590.0 ",1.311188389,11,5,2,3," 13,662.0 ",41040,485000,321000,1561207000,38800,25680,9630,1155.6
6/3/2016, 32.0 , 36.0 , 1.1 ," 82,850.0 "," 108,626.0 ",1.311116476,17,5,3,2," 13,248.0 ",42336,460000,297000,1561370000,55200,17820,8910,891
6/6/2016, 41.0 , 42.0 , 1.0 ," 82,891.0 "," 108,668.0 ",1.310974653,13,7,2,3," 13,248.0 ",41040,550000,294000,1561626000,49500,23520,8820,705.6
6/7/2016, 17.0 , 21.0 , 1.2 ," 82,908.0 "," 108,689.0 ",1.310959135,8,3,2,1," 13,248.0 ",42768,505000,315000,1561816000,60600,15750,9450,1134
6/8/2016, 47.0 , 51.0 , 1.1 ," 82,955.0 "," 108,740.0 ",1.310831174,20,8,4,2," 13,800.0 ",41472,550000,300000,1562066000,60500,24000,9000,1080
6/9/2016, 45.0 , 47.0 , 1.0 ," 83,000.0 "," 108,787.0 ",1.310686747,15,8,2,4," 13,386.0 ",42336,485000,270000,1562281000,58200,13500,10800,972
6/10/2016, 17.0 , 21.0 , 1.2 ," 83,017.0 "," 108,808.0 ",1.310671308,7,3,2,2," 13,524.0 ",43200,450000,291000,1562440000,36000,23280,8730,960.3
6/13/2016, 22.0 , 27.0 , 1.2 ," 83,039.0 "," 108,835.0 ",1.310649213,9,4,1,2," 13,662.0 ",42336,490000,285000,1562645000,53900,17100,14250,1425
6/14/2016, 30.0 , 34.0 , 1.1 ," 83,069.0 "," 108,869.0 ",1.310585176,13,4,2,1," 13,386.0 ",41040,460000,294000,1562811000,36800,17640,8820,1058.4
6/15/2016, 25.0 , 27.0 , 1.1 ," 83,094.0 "," 108,896.0 ",1.310515801,9,4,2,3," 13,524.0 ",41904,485000,309000,1562987000,53350,15450,15450,1390.5
6/16/2016, 34.0 , 36.0 , 1.1 ," 83,128.0 "," 108,932.0 ",1.310412857,14,5,3,3," 13,386.0 ",41472,490000,288000,1563189000,44100,20160,14400,1296
6/17/2016, 21.0 , 24.0 , 1.1 ," 83,149.0 "," 108,956.0 ",1.31037054,11,2,2,1," 13,524.0 ",42336,470000,318000,1563341000,56400,25440,15900,1590
6/20/2016, 27.0 , 29.0 , 1.1 ," 83,176.0 "," 108,985.0 ",1.310293835,14,3,3,1," 13,386.0 ",42768,515000,300000,1563556000,46350,18000,15000,1650
6/21/2016, 29.0 , 30.0 , 1.0 ," 83,205.0 "," 109,015.0 ",1.310197704,11,4,2,3," 13,110.0 ",41472,495000,291000,1563760000,54450,23280,11640,1396.8
6/22/2016, 42.0 , 43.0 , 1.0 ," 83,247.0 "," 109,058.0 ",1.310053215,14,9,3,1," 13,248.0 ",42768,450000,315000,1563895000,49500,15750,15750,1260
6/23/2016, 1.0 , 2.0 , 2.0 ," 83,248.0 "," 109,060.0 ",1.310061503,1,0,0,0," 13,800.0 ",42768,535000,276000,1564154000,42800,19320,13800,1380
6/24/2016, 8.0 , 12.0 , 1.5 ," 83,256.0 "," 109,072.0 ",1.310079754,6,2,1,0," 13,386.0 ",41472,460000,321000,1564293000,55200,22470,16050,1926
6/27/2016, 45.0 , 49.0 , 1.1 ," 83,301.0 "," 109,121.0 ",1.309960265,16,5,1,4," 13,386.0 ",42768,475000,315000,1564453000,52250,18900,9450,756
6/28/2016, 45.0 , 47.0 , 1.0 ," 83,346.0 "," 109,168.0 ",1.309816908,15,7,4,4," 13,524.0 ",41040,525000,276000,1564702000,57750,13800,8280,910.8
6/29/2016, 30.0 , 31.0 , 1.0 ," 83,376.0 "," 109,199.0 ",1.309717425,14,3,1,1," 13,248.0 ",42336,480000,321000,1564861000,57600,16050,16050,1605
6/30/2016, 46.0 , 48.0 , 1.0 ," 83,422.0 "," 109,247.0 ",1.309570617,19,8,1,5," 13,386.0 ",41904,495000,282000,1565074000,54450,16920,8460,846
7/1/2016, 45.0 , 50.0 , 1.1 ," 83,467.0 "," 109,297.0 ",1.30946362,20,10,2,4," 13,110.0 ",41472,505000,300000,1565279000,45450,15000,12000,1080
7/4/2016, 48.0 , 48.0 , 1.0 ," 83,515.0 "," 109,345.0 ",1.309285757,20,9,2,1," 13,110.0 ",42336,455000,288000,1565446000,50050,17280,14400,1296
7/5/2016, 33.0 , 33.0 , 1.0 ," 83,548.0 "," 109,378.0 ",1.309163595,17,4,3,2," 13,248.0 ",42336,460000,282000,1565624000,36800,14100,14100,1410
7/6/2016, 28.0 , 32.0 , 1.1 ," 83,576.0 "," 109,410.0 ",1.309107878,11,5,3,3," 13,800.0 ",41472,550000,276000,1565898000,44000,16560,8280,828
7/7/2016, 13.0 , 15.0 , 1.2 ," 83,589.0 "," 109,425.0 ",1.309083731,8,2,1,1," 13,248.0 ",41040,540000,291000,1566147000,43200,23280,14550,1164
7/8/2016, 7.0 , 11.0 , 1.6 ," 83,596.0 "," 109,436.0 ",1.309105699,5,2,1,1," 13,800.0 ",42768,510000,294000,1566363000,40800,23520,8820,793.8
7/11/2016, 46.0 , 49.0 , 1.1 ," 83,642.0 "," 109,485.0 ",1.308971569,22,8,2,4," 13,662.0 ",42336,540000,303000,1566600000,43200,15150,9090,727.2
7/12/2016, 1.0 , 5.0 , 5.0 ," 83,643.0 "," 109,490.0 ",1.309015698,2,1,1,0," 13,110.0 ",42336,505000,300000,1566805000,50500,15000,9000,810
7/13/2016, 8.0 , 12.0 , 1.5 ," 83,651.0 "," 109,502.0 ",1.309033963,4,2,1,1," 13,524.0 ",41040,535000,330000,1567010000,48150,16500,9900,1089
7/14/2016, 3.0 , 5.0 , 1.7 ," 83,654.0 "," 109,507.0 ",1.309046788,2,1,0,0," 13,524.0 ",43200,465000,303000,1567172000,37200,21210,15150,1212
7/15/2016, 28.0 , 29.0 , 1.0 ," 83,682.0 "," 109,536.0 ",1.308955331,11,3,3,1," 13,524.0 ",42768,515000,321000,1567366000,61800,25680,16050,1444.5
7/18/2016, 22.0 , 26.0 , 1.2 ," 83,704.0 "," 109,562.0 ",1.308921915,12,4,1,2," 13,248.0 ",41472,500000,270000,1567596000,40000,16200,10800,972
7/19/2016, 16.0 , 19.0 , 1.2 ," 83,720.0 "," 109,581.0 ",1.30889871,7,3,1,2," 13,110.0 ",43200,480000,291000,1567785000,43200,23280,8730,698.4
7/20/2016, 50.0 , 51.0 , 1.0 ," 83,770.0 "," 109,632.0 ",1.308726274,22,10,5,2," 13,662.0 ",41904,510000,279000,1568016000,45900,19530,13950,1674
7/21/2016, 6.0 , 9.0 , 1.5 ," 83,776.0 "," 109,641.0 ",1.308739973,3,1,0,0," 13,800.0 ",41904,530000,294000,1568252000,58300,20580,8820,1058.4
7/22/2016, 40.0 , 44.0 , 1.1 ," 83,816.0 "," 109,685.0 ",1.308640355,21,5,2,3," 13,110.0 ",41472,485000,297000,1568440000,38800,14850,14850,1336.5
7/25/2016, 11.0 , 11.0 , 1.0 ," 83,827.0 "," 109,696.0 ",1.308599854,3,1,1,0," 13,800.0 ",43200,450000,300000,1568590000,40500,24000,12000,1200
7/26/2016, -   , 5.0 , NULL ," 83,827.0 "," 109,701.0 ",1.308659501,2,1,0,0," 13,800.0 ",41040,490000,315000,1568765000,44100,15750,12600,1134
7/27/2016, 30.0 , 33.0 , 1.1 ," 83,857.0 "," 109,734.0 ",1.308584853,16,4,1,2," 13,800.0 ",42336,475000,297000,1568943000,38000,17820,11880,1306.8
7/28/2016, 42.0 , 43.0 , 1.0 ," 83,899.0 "," 109,777.0 ",1.308442294,18,6,1,1," 13,110.0 ",42336,500000,300000,1569143000,45000,15000,12000,1080
7/29/2016, 29.0 , 30.0 , 1.0 ," 83,928.0 "," 109,807.0 ",1.308347631,15,4,1,2," 13,248.0 ",43200,535000,318000,1569360000,48150,15900,15900,1908
8/1/2016, 24.0 , 27.0 , 1.1 ," 83,952.0 "," 109,834.0 ",1.308295216,14,4,2,3," 13,386.0 ",41472,460000,303000,1569517000,36800,24240,9090,727.2
8/2/2016, 38.0 , 42.0 , 1.1 ," 83,990.0 "," 109,876.0 ",1.308203358,14,7,1,3," 13,524.0 ",41472,535000,312000,1569740000,58850,18720,15600,1872
8/3/2016, 33.0 , 38.0 , 1.2 ," 84,023.0 "," 109,914.0 ",1.308141818,17,7,3,2," 13,248.0 ",42336,535000,327000,1569948000,53500,26160,13080,1046.4
8/4/2016, 4.0 , 8.0 , 2.0 ," 84,027.0 "," 109,922.0 ",1.308174753,3,1,0,0," 13,110.0 ",42336,485000,291000,1570142000,58200,14550,8730,960.3
8/5/2016, 21.0 , 21.0 , 1.0 ," 84,048.0 "," 109,943.0 ",1.308097754,8,4,1,0," 13,662.0 ",42768,455000,291000,1570306000,50050,14550,11640,1280.4
8/8/2016, 8.0 , 12.0 , 1.5 ," 84,056.0 "," 109,955.0 ",1.308116018,6,2,1,1," 13,662.0 ",41904,465000,294000,1570477000,41850,17640,11760,1176
8/9/2016, 33.0 , 35.0 , 1.1 ," 84,089.0 "," 109,990.0 ",1.308018885,13,4,3,1," 13,110.0 ",41904,545000,297000,1570725000,65400,14850,14850,1633.5
8/10/2016, 29.0 , 31.0 , 1.1 ," 84,118.0 "," 110,021.0 ",1.30793647,16,5,3,3," 13,386.0 ",41472,465000,297000,1570893000,55800,20790,8910,712.8
8/11/2016, 13.0 , 17.0 , 1.3 ," 84,131.0 "," 110,038.0 ",1.307936432,6,2,1,1," 13,662.0 ",41472,545000,300000,1571138000,43600,15000,9000,720
8/12/2016, 7.0 , 11.0 , 1.6 ," 84,138.0 "," 110,049.0 ",1.307958354,4,2,0,0," 13,662.0 ",42768,510000,321000,1571327000,56100,19260,9630,770.4
8/15/2016, -   , 4.0 , NULL ," 84,138.0 "," 110,053.0 ",1.308005895,1,1,0,0," 13,386.0 ",42768,535000,321000,1571541000,64200,19260,16050,1284
8/16/2016, 2.0 , 5.0 , 2.5 ," 84,140.0 "," 110,058.0 ",1.308034229,2,1,0,0," 13,386.0 ",41040,470000,306000,1571705000,56400,24480,12240,1101.6
8/17/2016, 19.0 , 22.0 , 1.2 ," 84,159.0 "," 110,080.0 ",1.308000333,9,2,2,1," 13,386.0 ",41472,450000,330000,1571825000,49500,16500,16500,1320
8/18/2016, 28.0 , 31.0 , 1.1 ," 84,187.0 "," 110,111.0 ",1.307933529,10,6,3,3," 13,800.0 ",41904,485000,321000,1571989000,53350,19260,9630,963
8/19/2016, 32.0 , 34.0 , 1.1 ," 84,219.0 "," 110,145.0 ",1.307840274,13,5,2,2," 13,248.0 ",41904,500000,306000,1572183000,60000,24480,12240,1101.6
8/22/2016, 8.0 , 11.0 , 1.4 ," 84,227.0 "," 110,156.0 ",1.307846652,4,2,1,1," 13,248.0 ",43200,510000,270000,1572423000,40800,18900,8100,648
8/23/2016, 21.0 , 24.0 , 1.1 ," 84,248.0 "," 110,180.0 ",1.307805527,9,4,2,1," 13,524.0 ",42336,530000,309000,1572644000,47700,15450,15450,1390.5
8/24/2016, 28.0 , 28.0 , 1.0 ," 84,276.0 "," 110,208.0 ",1.307703261,10,5,2,1," 13,800.0 ",41472,500000,306000,1572838000,55000,15300,9180,826.2
8/25/2016, 20.0 , 23.0 , 1.2 ," 84,296.0 "," 110,231.0 ",1.307665844,9,3,1,2," 13,110.0 ",41904,480000,321000,1572997000,43200,22470,12840,1284
8/26/2016, 33.0 , 37.0 , 1.1 ," 84,329.0 "," 110,268.0 ",1.30759288,13,7,1,2," 13,524.0 ",41040,510000,294000,1573213000,45900,20580,8820,793.8
8/29/2016, 39.0 , 41.0 , 1.1 ," 84,368.0 "," 110,309.0 ",1.307474398,16,8,3,2," 13,662.0 ",42336,540000,282000,1573471000,59400,14100,11280,1128
8/30/2016, 28.0 , 32.0 , 1.1 ," 84,396.0 "," 110,341.0 ",1.307419783,16,5,1,2," 13,386.0 ",43200,465000,273000,1573663000,46500,16380,10920,982.8
8/31/2016, 35.0 , 38.0 , 1.1 ," 84,431.0 "," 110,379.0 ",1.307327877,11,5,4,3," 13,800.0 ",42768,535000,306000,1573892000,53500,15300,12240,979.2
9/1/2016, 6.0 , 9.0 , 1.5 ," 84,437.0 "," 110,388.0 ",1.307341568,3,1,0,1," 13,662.0 ",43200,470000,291000,1574071000,37600,20370,14550,1600.5
9/2/2016, 49.0 , 52.0 , 1.1 ," 84,486.0 "," 110,440.0 ",1.307198826,21,7,1,3," 13,800.0 ",41472,530000,324000,1574277000,53000,19440,12960,1036.8
9/5/2016, 15.0 , 16.0 , 1.1 ," 84,501.0 "," 110,456.0 ",1.307156128,5,2,1,0," 13,662.0 ",42768,465000,303000,1574439000,51150,21210,12120,1333.2
9/6/2016, 2.0 , 6.0 , 3.0 ," 84,503.0 "," 110,462.0 ",1.307196194,2,1,0,1," 13,524.0 ",42768,550000,330000,1574659000,55000,16500,9900,792
9/7/2016, 11.0 , 13.0 , 1.2 ," 84,514.0 "," 110,475.0 ",1.307179876,5,1,1,1," 13,248.0 ",43200,515000,315000,1574859000,46350,18900,9450,945
9/8/2016, 2.0 , 4.0 , 2.0 ," 84,516.0 "," 110,479.0 ",1.307196271,1,1,0,0," 13,248.0 ",41904,480000,312000,1575027000,38400,21840,9360,748.8
9/9/2016, 3.0 , 5.0 , 1.7 ," 84,519.0 "," 110,484.0 ",1.30720903,2,1,1,0," 13,800.0 ",42336,485000,288000,1575224000,58200,20160,14400,1728
9/12/2016, 23.0 , 27.0 , 1.2 ," 84,542.0 "," 110,511.0 ",1.307172766,11,3,2,1," 13,524.0 ",41040,520000,282000,1575462000,52000,19740,14100,1128
9/13/2016, 17.0 , 21.0 , 1.2 ," 84,559.0 "," 110,532.0 ",1.307158315,6,3,1,2," 13,800.0 ",41040,520000,315000,1575667000,41600,15750,15750,1890
9/14/2016, 23.0 , 27.0 , 1.2 ," 84,582.0 "," 110,559.0 ",1.307122083,9,5,2,2," 13,800.0 ",42768,485000,330000,1575822000,38800,26400,9900,1188
9/15/2016, 31.0 , 31.0 , 1.0 ," 84,613.0 "," 110,590.0 ",1.307009561,15,6,2,3," 13,248.0 ",41904,475000,285000,1576012000,52250,14250,11400,1026
9/16/2016, 14.0 , 16.0 , 1.1 ," 84,627.0 "," 110,606.0 ",1.306982405,6,3,1,1," 13,386.0 ",42336,520000,291000,1576241000,62400,20370,11640,1396.8
9/19/2016, 34.0 , 35.0 , 1.0 ," 84,661.0 "," 110,641.0 ",1.306870932,12,7,2,2," 13,386.0 ",41472,470000,309000,1576402000,51700,21630,15450,1854
9/20/2016, 24.0 , 25.0 , 1.0 ," 84,685.0 "," 110,666.0 ",1.306795773,12,5,2,1," 13,386.0 ",42768,470000,327000,1576545000,37600,26160,9810,981
9/21/2016, 15.0 , 19.0 , 1.3 ," 84,700.0 "," 110,685.0 ",1.306788666,7,3,2,2," 13,524.0 ",42336,545000,288000,1576802000,65400,14400,14400,1584
9/22/2016, 41.0 , 44.0 , 1.1 ," 84,741.0 "," 110,729.0 ",1.306675635,14,6,2,4," 13,524.0 ",41040,500000,276000,1577026000,50000,19320,11040,883.2
9/23/2016, 7.0 , 7.0 , 1.0 ," 84,748.0 "," 110,736.0 ",1.306650304,3,1,0,0," 13,386.0 ",42768,455000,318000,1577163000,45500,15900,9540,763.2
9/26/2016, 19.0 , 22.0 , 1.2 ," 84,767.0 "," 110,758.0 ",1.306616962,7,4,1,2," 13,800.0 ",42768,460000,288000,1577335000,36800,17280,14400,1584
9/27/2016, 47.0 , 49.0 , 1.0 ," 84,814.0 "," 110,807.0 ",1.30647063,18,8,4,3," 13,800.0 ",41904,450000,303000,1577482000,54000,15150,9090,818.1
9/28/2016, 32.0 , 35.0 , 1.1 ," 84,846.0 "," 110,842.0 ",1.306390401,11,5,4,4," 13,110.0 ",41040,475000,306000,1577651000,52250,24480,15300,1224
9/29/2016, 24.0 , 28.0 , 1.2 ," 84,870.0 "," 110,870.0 ",1.30635089,10,4,1,2," 13,248.0 ",41904,495000,306000,1577840000,49500,21420,9180,918
9/30/2016, 7.0 , 12.0 , 1.7 ," 84,877.0 "," 110,882.0 ",1.306384533,4,1,0,1," 13,524.0 ",41040,485000,273000,1578052000,38800,13650,13650,1365
10/3/2016, 1.0 , 6.0 , 6.0 ," 84,878.0 "," 110,888.0 ",1.306439831,2,1,0,0," 13,662.0 ",41472,455000,294000,1578213000,54600,23520,11760,1058.4
10/4/2016, 30.0 , 32.0 , 1.1 ," 84,908.0 "," 110,920.0 ",1.306355114,15,4,2,3," 13,248.0 ",41904,470000,282000,1578401000,51700,19740,8460,1015.2
10/5/2016, 45.0 , 45.0 , 1.0 ," 84,953.0 "," 110,965.0 ",1.306192836,17,9,2,1," 13,110.0 ",42768,450000,294000,1578557000,45000,23520,14700,1470
10/6/2016, 38.0 , 40.0 , 1.1 ," 84,991.0 "," 111,005.0 ",1.306079467,15,7,1,3," 13,386.0 ",42768,510000,309000,1578758000,56100,21630,9270,1019.7
10/7/2016, 2.0 , 6.0 , 3.0 ," 84,993.0 "," 111,011.0 ",1.306119327,3,1,0,0," 13,524.0 ",43200,515000,279000,1578994000,41200,13950,11160,1116
10/10/2016, 34.0 , 37.0 , 1.1 ," 85,027.0 "," 111,048.0 ",1.306032202,14,4,1,3," 13,110.0 ",42768,470000,312000,1579152000,56400,18720,9360,936
10/11/2016, 45.0 , 49.0 , 1.1 ," 85,072.0 "," 111,097.0 ",1.305917341,19,9,1,1," 13,386.0 ",41472,535000,273000,1579414000,42800,16380,10920,982.8
10/12/2016, 34.0 , 35.0 , 1.0 ," 85,106.0 "," 111,132.0 ",1.305806876,12,6,4,4," 13,524.0 ",42336,475000,288000,1579601000,52250,20160,14400,1440
10/13/2016, 42.0 , 46.0 , 1.1 ," 85,148.0 "," 111,178.0 ",1.305703011,23,6,1,3," 13,524.0 ",41040,510000,285000,1579826000,51000,22800,11400,1140
10/14/2016, 22.0 , 24.0 , 1.1 ," 85,170.0 "," 111,202.0 ",1.305647528,12,4,2,2," 13,386.0 ",41040,525000,312000,1580039000,52500,24960,15600,1404
10/17/2016, 2.0 , 3.0 , 1.5 ," 85,172.0 "," 111,205.0 ",1.305652092,1,0,0,0," 13,248.0 ",42336,475000,300000,1580214000,52250,15000,15000,1200
10/18/2016, 21.0 , 23.0 , 1.1 ," 85,193.0 "," 111,228.0 ",1.305600225,8,2,2,1," 13,662.0 ",42336,485000,303000,1580396000,48500,18180,15150,1363.5
10/19/2016, 30.0 , 30.0 , 1.0 ," 85,223.0 "," 111,258.0 ",1.305492649,11,4,3,1," 13,110.0 ",42336,460000,327000,1580529000,36800,22890,9810,1079.1
10/20/2016, 8.0 , 10.0 , 1.3 ," 85,231.0 "," 111,268.0 ",1.30548744,4,2,1,0," 13,662.0 ",41904,545000,327000,1580747000,43600,26160,16350,1635
10/21/2016, 45.0 , 48.0 , 1.1 ," 85,276.0 "," 111,316.0 ",1.305361415,17,9,1,2," 13,110.0 ",41904,495000,276000,1580966000,59400,22080,13800,1242
10/24/2016, 50.0 , 50.0 , 1.0 ," 85,326.0 "," 111,366.0 ",1.305182477,18,8,4,3," 13,524.0 ",42768,550000,282000,1581234000,44000,19740,14100,1128
10/25/2016, 42.0 , 44.0 , 1.0 ," 85,368.0 "," 111,410.0 ",1.305055759,22,7,2,4," 13,800.0 ",42768,510000,306000,1581438000,45900,21420,15300,1836
10/26/2016, 39.0 , 42.0 , 1.1 ," 85,407.0 "," 111,452.0 ",1.304951585,20,5,2,4," 13,386.0 ",41040,545000,276000,1581707000,65400,13800,11040,1324.8
10/27/2016, 39.0 , 41.0 , 1.1 ," 85,446.0 "," 111,493.0 ",1.304835803,14,6,1,4," 13,662.0 ",41904,525000,300000,1581932000,42000,18000,15000,1350
10/28/2016, 46.0 , 50.0 , 1.1 ," 85,492.0 "," 111,543.0 ",1.30471857,21,5,2,3," 13,524.0 ",42768,550000,297000,1582185000,44000,17820,8910,1069.2
10/31/2016, 32.0 , 32.0 , 1.0 ," 85,524.0 "," 111,575.0 ",1.304604555,14,4,3,2," 13,386.0 ",41040,460000,309000,1582336000,46000,21630,9270,741.6
11/1/2016, 26.0 , 28.0 , 1.1 ," 85,550.0 "," 111,603.0 ",1.304535359,14,5,1,1," 13,662.0 ",41040,460000,327000,1582469000,36800,19620,16350,1962
11/2/2016, 18.0 , 21.0 , 1.2 ," 85,568.0 "," 111,624.0 ",1.304506358,7,4,2,0," 13,800.0 ",43200,470000,291000,1582648000,37600,14550,8730,1047.6
11/3/2016, 9.0 , 12.0 , 1.3 ," 85,577.0 "," 111,636.0 ",1.304509389,4,1,1,1," 13,248.0 ",42336,490000,315000,1582823000,44100,18900,9450,1039.5
11/4/2016, 3.0 , 4.0 , 1.3 ," 85,580.0 "," 111,640.0 ",1.3045104,2,0,0,0," 13,524.0 ",41472,495000,276000,1583042000,59400,16560,11040,1214.4
11/7/2016, 2.0 , 3.0 , 1.5 ," 85,582.0 "," 111,643.0 ",1.304514968,1,0,0,0," 13,248.0 ",41904,460000,270000,1583232000,55200,13500,13500,1080
11/8/2016, 30.0 , 33.0 , 1.1 ," 85,612.0 "," 111,676.0 ",1.304443302,15,4,1,1," 13,248.0 ",41472,500000,291000,1583441000,50000,17460,14550,1309.5
11/9/2016, 18.0 , 21.0 , 1.2 ," 85,630.0 "," 111,697.0 ",1.304414341,10,3,0,1," 13,524.0 ",42336,475000,321000,1583595000,38000,25680,9630,963
11/10/2016, 3.0 , 7.0 , 2.3 ," 85,633.0 "," 111,704.0 ",1.304450387,3,1,0,1," 13,386.0 ",43200,545000,312000,1583828000,59950,21840,9360,748.8
11/11/2016, 25.0 , 30.0 , 1.2 ," 85,658.0 "," 111,734.0 ",1.304419902,9,5,2,2," 13,662.0 ",41040,485000,306000,1584007000,53350,21420,15300,1530
11/14/2016, 25.0 , 26.0 , 1.0 ," 85,683.0 "," 111,760.0 ",1.304342752,10,3,2,2," 13,662.0 ",41040,490000,270000,1584227000,58800,21600,8100,891
11/15/2016, 11.0 , 12.0 , 1.1 ," 85,694.0 "," 111,772.0 ",1.304315355,4,2,1,1," 13,662.0 ",41904,520000,309000,1584438000,46800,24720,9270,1112.4
11/16/2016, 31.0 , 33.0 , 1.1 ," 85,725.0 "," 111,805.0 ",1.304228638,16,5,2,2," 13,662.0 ",41472,500000,318000,1584620000,55000,19080,12720,1399.2
11/17/2016, 26.0 , 28.0 , 1.1 ," 85,751.0 "," 111,833.0 ",1.304159718,10,6,1,1," 13,110.0 ",41040,510000,270000,1584860000,40800,21600,10800,1080
11/18/2016, 40.0 , 41.0 , 1.0 ," 85,791.0 "," 111,874.0 ",1.30402956,20,5,4,1," 13,662.0 ",41904,525000,321000,1585064000,47250,25680,12840,1284
11/21/2016, 22.0 , 26.0 , 1.2 ," 85,813.0 "," 111,900.0 ",1.303998229,9,4,2,2," 13,110.0 ",41040,465000,285000,1585244000,41850,14250,14250,1140
11/22/2016, 7.0 , 12.0 , 1.7 ," 85,820.0 "," 111,912.0 ",1.304031694,6,2,1,1," 13,248.0 ",41904,505000,321000,1585428000,50500,16050,9630,866.7
11/23/2016, 48.0 , 51.0 , 1.1 ," 85,868.0 "," 111,963.0 ",1.303896679,20,10,4,2," 13,800.0 ",41904,495000,318000,1585605000,39600,19080,15900,1431
11/24/2016, 16.0 , 18.0 , 1.1 ," 85,884.0 "," 111,981.0 ",1.303863351,6,3,1,1," 13,800.0 ",43200,515000,330000,1585790000,51500,16500,9900,1089
11/25/2016, 18.0 , 20.0 , 1.1 ," 85,902.0 "," 112,001.0 ",1.303822961,9,2,1,2," 13,662.0 ",41040,510000,309000,1585991000,51000,24720,15450,1390.5
11/28/2016, 7.0 , 8.0 , 1.1 ," 85,909.0 "," 112,009.0 ",1.303809845,4,1,0,1," 13,524.0 ",41040,550000,303000,1586238000,44000,24240,12120,1333.2
11/29/2016, 36.0 , 37.0 , 1.0 ," 85,945.0 "," 112,046.0 ",1.303694223,13,7,2,1," 13,248.0 ",41472,475000,282000,1586431000,38000,22560,14100,1128
11/30/2016, 37.0 , 38.0 , 1.0 ," 85,982.0 "," 112,084.0 ",1.303575167,14,6,1,2," 13,524.0 ",41040,485000,312000,1586604000,43650,15600,15600,1716
12/1/2016, 6.0 , 7.0 , 1.2 ," 85,988.0 "," 112,091.0 ",1.303565614,2,1,0,0," 13,248.0 ",43200,530000,300000,1586834000,47700,21000,15000,1800
12/2/2016, 21.0 , 24.0 , 1.1 ," 86,009.0 "," 112,115.0 ",1.303526375,8,5,1,2," 13,110.0 ",41904,495000,270000,1587059000,54450,16200,13500,1620
12/5/2016, 15.0 , 17.0 , 1.1 ," 86,024.0 "," 112,132.0 ",1.303496699,7,2,1,2," 13,800.0 ",41472,530000,330000,1587259000,42400,16500,16500,1650
12/6/2016, 28.0 , 33.0 , 1.2 ," 86,052.0 "," 112,165.0 ",1.30345605,15,7,2,1," 13,248.0 ",43200,460000,315000,1587404000,36800,15750,9450,1134
12/7/2016, 27.0 , 29.0 , 1.1 ," 86,079.0 "," 112,194.0 ",1.303384101,12,5,1,2," 13,524.0 ",41472,455000,312000,1587547000,54600,24960,12480,1248
